"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1148","3.22518068","0.0","0.31006015","1.0","2","5","false","PIWIL2","375.5","2","0","0","0.72185242","false","0","PIWIL2","0","0.50743243"
"1150","2.71700266","0.00152024","0.36805264","0.18181818","12","5","false","XPO1","252.66666667","12","0","0","0.78537467","false","0","XPO1","1753040","0.11103782"
"1152","2.97470521","1.3581E-4","0.33616776","0.2","6","5","false","EIF2C2","217.5","6","0","0","0.75316185","false","0","EIF2C2","117616","0.19491779"
"1154","3.05458349","3.0797E-4","0.32737688","0.14285714","7","6","false","MMS19","185.28571429","7","0","0","0.74317706","false","0","MMS19","167514","0.16714027"
"1156","3.1578547","1.7614E-4","0.31667068","0.04761905","7","6","false","ALB","91.28571429","7","0","0","0.73026816","false","0","ALB","73662","0.16231439"
"1158","3.22518068","0.0","0.31006015","1.0","2","5","false","EIF2C1","375.5","2","0","0","0.72185242","false","0","EIF2C1","0","0.50743243"
"1161","3.76778243","0.0","0.26540811","0.0","1","6","false","TARBP2","29.0","1","0","0","0.6540272","false","0","TARBP2","0","0.0"
"1163","3.33301636","2.498E-5","0.30002853","0.0","2","6","false","PIWIL4","145.5","2","0","0","0.70837296","false","0","PIWIL4","5868","0.50348432"
"1165","3.76778243","0.0","0.26540811","0.0","1","6","false","PIWIL1","29.0","1","0","0","0.6540272","false","0","PIWIL1","0","0.0"
"1167","3.21852415","7.747E-5","0.31070141","0.33333333","3","6","false","PRKRA","302.66666667","3","0","0","0.72268448","false","0","PRKRA","110770","0.34512938"
"1169","3.76778243","0.0","0.26540811","0.0","1","6","false","USP49","29.0","1","0","0","0.6540272","false","0","USP49","0","0.0"
"1171","3.15100799","1.098E-5","0.31735876","0.66666667","3","5","false","EIF2C4","329.0","3","0","0","0.731124","false","0","EIF2C4","3172","0.36924804"
"1173","3.17306961","1.0584E-4","0.31515224","0.1","5","6","false","DHX9","124.2","5","0","0","0.7283663","false","0","DHX9","39920","0.21760563"
"1175","3.76778243","0.0","0.26540811","0.0","1","6","false","PRKAB2","29.0","1","0","0","0.6540272","false","0","PRKAB2","0","0.0"
"1177","3.76778243","0.0","0.26540811","0.0","1","6","false","CALCOCO2","29.0","1","0","0","0.6540272","false","0","CALCOCO2","0","0.0"
"1179","3.89140358","4.98E-6","0.25697669","0.0","2","7","false","LY96","44.5","2","0","0","0.63857455","false","0","LY96","1662","0.51785714"
"1180","2.98193229","0.00298665","0.33535302","0.00215054","31","6","false","S100A4","13.87096774","31","0","0","0.75225846","false","0","S100A4","1024896","0.06072997"
"1182","2.9147965","0.00792643","0.34307712","0.00665457","58","6","false","TLR4","14.79310345","58","0","0","0.76065044","false","0","TLR4","2869116","0.02862986"
"1184","2.39311525","0.0222056","0.41786537","0.06990622","69","5","false","SP1","104.91304348","69","0","0","0.82586059","false","0","SP1","12075482","0.02911854"
"1185","2.63332065","0.01599385","0.37974866","0.01870504","140","6","false","MAPK8","24.12142857","140","0","0","0.79583492","false","0","MAPK8","7560282","0.01334406"
"1188","2.65728414","0.01423256","0.37632408","0.02049744","127","6","false","MAPK3","23.56692913","127","0","0","0.79283948","false","0","MAPK3","6620952","0.013558"
"1192","3.03004945","0.01458762","0.33002762","6.3291E-4","80","6","false","SPP1","5.175","80","0","0","0.74624382","false","0","SPP1","4468676","0.01889013"
"1194","2.86078357","0.00673484","0.34955458","0.03332099","74","6","false","RAD51","19.52702703","74","0","0","0.76740205","false","0","RAD51","3213876","0.0255016"
"1197","2.53917839","0.03621136","0.39382818","0.01276072","249","5","false","CDKN1A","19.30522088","249","0","0","0.8076027","false","0","CDKN1A","19777148","0.00903855"
"1199","2.88170407","0.00119056","0.3470169","0.07359307","22","6","false","KLF6","46.09090909","22","0","0","0.76478699","false","0","KLF6","368400","0.06396834"
"1201","2.97527577","0.0015638","0.3361033","0.05666667","25","5","false","IGFBP3","26.88","25","0","0","0.75309053","false","0","IGFBP3","557430","0.06600496"
"1205","2.7305059","0.01496925","0.3662325","0.01984644","118","6","false","CAV1","21.73728814","118","0","0","0.78368676","false","0","CAV1","6817860","0.016184"
"1207","2.99315329","0.00196989","0.33409582","0.00362319","24","6","false","BSG","17.45833333","24","0","0","0.75085584","false","0","BSG","712296","0.08312395"
"1210","2.7694941","0.0167254","0.36107678","0.01657556","107","6","false","EZR","19.6728972","107","0","0","0.77881324","false","0","EZR","7108888","0.01663551"
"1212","2.9790795","0.00549124","0.33567416","0.0","40","6","false","TYMS","10.45","40","0","0","0.75261506","false","0","TYMS","1585516","0.0513587"
"1214","2.99258273","0.00184041","0.33415952","0.02645503","28","6","false","ABCB1","22.03571429","28","0","0","0.75092716","false","0","ABCB1","598466","0.05499449"
"1216","2.45511601","0.02160038","0.40731273","0.02719255","157","5","false","HIF1A","33.99363057","157","0","0","0.8181105","false","0","HIF1A","7982046","0.01257024"
"1218","2.41156333","0.0402041","0.41466877","0.02070849","222","5","false","STAT3","27.86036036","222","0","0","0.82355458","false","0","STAT3","12745826","0.00969103"
"1221","2.98896919","0.00220025","0.3345635","0.0172043","31","6","false","SERPINE1","21.12903226","31","0","0","0.75137885","false","0","SERPINE1","920158","0.06113579"
"1223","2.96728794","0.00334259","0.33700808","0.00689655","30","6","false","FGF2","15.96666667","30","0","0","0.75408901","false","0","FGF2","1149608","0.05921569"
"1225","2.52130087","0.00678028","0.39662065","0.06316591","73","5","false","PGR","58.64383562","73","0","0","0.80983739","false","0","PGR","2341532","0.02333638"
"1229","2.65557246","0.00451967","0.37656664","0.05697279","49","5","false","AHR","57.44897959","49","0","0","0.79305344","false","0","AHR","1558060","0.03119741"
"1232","2.91593762","0.00342701","0.34294286","0.01615646","49","6","false","KIT","18.3877551","49","0","0","0.7605078","false","0","KIT","1507486","0.03617057"
"1236","2.70026626","0.01503061","0.37033385","0.02479339","122","6","false","CASP8","23.76229508","122","0","0","0.78746672","false","0","CASP8","6371992","0.01567376"
"1238","2.9260175","0.00109995","0.34176146","0.10333333","25","6","false","FLT1","33.92","25","0","0","0.75924781","false","0","FLT1","409164","0.06881633"
"1240","2.88341575","0.00390076","0.3468109","0.01691332","44","6","false","ESRRA","24.40909091","44","0","0","0.76457303","false","0","ESRRA","1509438","0.034572"
"1242","3.0321415","0.00128145","0.32979991","0.0","23","6","false","PRLR","19.60869565","23","0","0","0.74598231","false","0","PRLR","561722","0.09845871"
"1244","2.61677444","0.00848566","0.38214987","0.04752624","116","6","false","CCND1","35.81896552","116","0","0","0.7979032","false","0","CCND1","4855432","0.01828966"
"1246","3.04640548","5.2122E-4","0.32825571","0.0","11","6","false","DROSHA","27.18181818","11","0","0","0.74419932","false","0","DROSHA","163416","0.14708887"
"1249","2.86991251","0.00355789","0.34844268","0.01893939","33","5","false","MMP2","35.66666667","33","0","0","0.76626094","false","0","MMP2","1078674","0.03919373"
"1251","2.87162419","0.00286791","0.34823498","0.06543385","38","6","false","KDR","31.47368421","38","0","0","0.76604698","false","0","KDR","910590","0.04121415"
"1254","2.9440852","0.0014272","0.33966408","0.09356725","19","6","false","ICAM1","50.78947368","19","0","0","0.75698935","false","0","ICAM1","545340","0.07678113"
"1256","2.74781286","0.02655155","0.3639258","0.00932984","188","6","false","HDAC4","14.43617021","188","0","0","0.78152339","false","0","HDAC4","17947550","0.01214942"
"1258","2.83168505","0.00742086","0.35314662","0.01361682","92","6","false","TNF","20.0326087","92","0","0","0.77103937","false","0","TNF","4929006","0.02315746"
"1260","2.68333967","0.01147062","0.37266993","0.02019802","101","5","false","ESR2","26.99009901","101","0","0","0.78958254","false","0","ESR2","4865896","0.01645257"
"1263","3.09623431","0.00206359","0.32297297","0.0320197","29","6","false","CCL2","17.5862069","29","0","0","0.73797071","false","0","CCL2","693552","0.04835401"
"1265","2.98345378","0.00169946","0.335182","0.07407407","27","6","false","MMP9","40.37037037","27","0","0","0.75206828","false","0","MMP9","658720","0.05203511"
"1267","2.76569038","0.00840201","0.36157337","0.01574074","81","5","false","HMGA1","24.88888889","81","0","0","0.7792887","false","0","HMGA1","3961950","0.02094831"
"1269","3.24419932","8.0309E-4","0.30824247","0.0","10","6","false","IL1A","16.2","10","0","0","0.71947509","false","0","IL1A","1095086","0.14901961"
"1271","3.11125903","3.9972E-4","0.32141329","0.10606061","12","6","false","DLX4","44.0","12","0","0","0.73609262","false","0","DLX4","103702","0.10702614"
"1273","3.08006847","0.00233941","0.32466811","0.00584795","19","6","false","SPARC","14.52631579","19","0","0","0.73999144","false","0","SPARC","455444","0.06491228"
"1275","2.9623431","0.01017865","0.33757062","5.2882E-4","62","6","false","APOE","8.69354839","62","0","0","0.75470711","false","0","APOE","3990920","0.03901922"
"1277","2.90528718","0.00198363","0.34420005","0.05228758","18","6","false","SOX9","46.0","18","0","0","0.7618391","false","0","SOX9","446154","0.07605268"
"1279","3.16241917","0.00196664","0.31621362","0.01578947","20","6","false","CYP3A4","15.75","20","0","0","0.7296976","false","0","CYP3A4","620080","0.09835526"
"1281","2.71700266","0.01724024","0.36805264","0.00863492","126","5","false","GJA1","18.11111111","126","0","0","0.78537467","false","0","GJA1","8013988","0.01263304"
"1283","2.83967288","0.00252361","0.35215324","0.08735632","30","6","false","KLF4","48.96666667","30","0","0","0.77004089","false","0","KLF4","827508","0.05307161"
"1285","3.32807151","1.153E-5","0.30047431","0.0","5","6","false","HPSE","25.8","5","0","0","0.70899106","false","0","HPSE","9414","0.2952381"
"1287","2.77957398","0.00617746","0.35976736","0.01875378","58","6","false","CXCR4","29.93103448","58","0","0","0.77755325","false","0","CXCR4","2308176","0.02509579"
"1289","3.05192088","1.045E-5","0.32766249","0.0","5","6","false","SCGB2A1","53.0","5","0","0","0.74350989","false","0","SCGB2A1","18722","0.29545455"
"1291","3.02548498","8.1991E-4","0.33052552","0.10714286","8","6","false","DLC1","47.125","8","0","0","0.74681438","false","0","DLC1","147650","0.1671147"
"1293","3.10631419","0.0023719","0.32192494","0.00395257","23","6","false","AGER","9.60869565","23","0","0","0.73671073","false","0","AGER","492628","0.0621118"
"1295","3.14834538","0.00231475","0.31762716","0.0","15","6","false","ALOX5","10.6","15","0","0","0.73145683","false","0","ALOX5","673276","0.09411765"
"1297","3.25675162","0.00196085","0.30705443","0.0","12","6","false","CYP17A1","11.16666667","12","0","0","0.71790605","false","0","CYP17A1","605108","0.12103175"
"1299","2.94922024","0.0029232","0.33907268","0.03650794","36","6","false","PTTG1","17.94444444","36","0","0","0.75634747","false","0","PTTG1","1166500","0.05144642"
"1301","3.20026626","1.114E-5","0.312474","0.0","8","6","false","CHI3L1","22.875","8","0","0","0.72496672","false","0","CHI3L1","14362","0.20833333"
"1303","2.988779","9.11E-6","0.33458479","0.13333333","6","6","false","KLF9","59.16666667","6","0","0","0.75140262","false","0","KLF9","19130","0.24142661"
"1305","3.35831114","0.00154072","0.29776872","0.0","14","6","false","NID1","7.28571429","14","0","0","0.70521111","false","0","NID1","1989756","0.08058608"
"1310","2.49790795","0.01825132","0.40033501","0.03136159","114","5","false","BCL2","39.78947368","114","0","0","0.81276151","false","0","BCL2","4813842","0.0154819"
"1312","2.90110308","0.0028534","0.34469647","0.05333333","51","6","false","BID","20.92156863","51","0","0","0.76236211","false","0","BID","1182704","0.03271101"
"1315","3.22080639","8.127E-5","0.31048125","0.2","6","6","false","TFCP2","103.33333333","6","0","0","0.7223992","false","0","TFCP2","43062","0.19769674"
"1318","3.11525295","1.2031E-4","0.32100122","0.2","5","6","false","BCAR1","169.8","5","0","0","0.73559338","false","0","BCAR1","59376","0.23173735"
"1322","3.30239635","1.2186E-4","0.30281041","0.06666667","6","6","false","GORASP2","78.33333333","6","0","0","0.71220046","false","0","GORASP2","46668","0.18989405"
"1324","3.07512362","2.4287E-4","0.32519018","0.12121212","12","6","false","CRK","91.75","12","0","0","0.74060955","false","0","CRK","130936","0.10831359"
"1326","2.79117535","0.00241861","0.35827201","0.02857143","36","6","false","GSTP1","46.63888889","36","0","0","0.77610308","false","0","GSTP1","928424","0.03828392"
"1330","3.13503233","2.2177E-4","0.31897598","0.06666667","6","6","false","HRAS","121.0","6","0","0","0.73312096","false","0","HRAS","87020","0.19070259"
"1332","2.95302396","4.8931E-4","0.33863592","0.18681319","14","6","false","TNFRSF1A","119.42857143","14","0","0","0.755872","false","0","TNFRSF1A","343626","0.10051795"
"1334","3.00893876","1.9589E-4","0.33234309","0.28571429","8","6","false","REL","177.625","8","0","0","0.74888266","false","0","REL","160052","0.16107078"
"1337","3.04241156","2.455E-4","0.32868663","0.06666667","6","5","false","TAB1","236.83333333","6","0","0","0.74469855","false","0","TAB1","249668","0.19829275"
"1340","3.30486877","2.324E-5","0.30258388","0.8","5","7","false","CASP10","128.8","5","0","0","0.7118914","false","0","CASP10","16486","0.23807763"
"1344","3.39691898","0.0","0.29438441","1.0","4","7","false","FADD","105.0","4","0","0","0.70038513","false","0","FADD","0","0.29577465"
"1346","3.14168886","3.538E-5","0.31830014","0.33333333","3","5","false","PRKD1","330.66666667","3","0","0","0.73228889","false","0","PRKD1","46242","0.35405502"
"1350","2.97033092","0.0038696","0.33666282","0.00356506","34","6","false","WWOX","14.91176471","34","0","0","0.75370863","false","0","WWOX","1301802","0.04713805"
"1352","2.85774059","2.9696E-4","0.34992679","0.25454545","11","6","false","RARA","180.45454545","11","0","0","0.76778243","false","0","RARA","290084","0.13088798"
"1358","3.41137315","0.0","0.29313709","1.0","2","6","false","BMF","127.0","2","0","0","0.69857836","false","0","BMF","0","0.54042553"
"1360","2.7402054","4.5966E-4","0.36493615","0.37777778","10","5","false","CDKN2A","312.3","10","0","0","0.78247432","false","0","CDKN2A","651762","0.14099323"
"1362","2.93096234","7.539E-5","0.34118487","0.5","5","5","false","MAP2K7","360.8","5","0","0","0.75862971","false","0","MAP2K7","108600","0.23428571"
"1364","3.20406999","3.508E-5","0.31210305","0.33333333","3","5","false","MAP3K2","301.0","3","0","0","0.72449125","false","0","MAP3K2","50618","0.35414213"
"1366","3.06998859","3.1831E-4","0.32573411","0.25","8","6","false","ELK1","159.75","8","0","0","0.74125143","false","0","ELK1","332156","0.16999468"
"1368","3.35697984","8.081E-5","0.29788681","0.33333333","3","7","false","GEMIN5","278.66666667","3","0","0","0.70537752","false","0","GEMIN5","81634","0.34661685"
"1370","3.63313047","0.0","0.27524473","0.0","1","7","false","SERPINB3","140.0","1","0","0","0.67085869","false","0","SERPINB3","0","0.0"
"1372","3.63313047","0.0","0.27524473","0.0","1","7","false","SERPINB4","140.0","1","0","0","0.67085869","false","0","SERPINB4","0","0.0"
"1374","3.25789273","9.16E-6","0.30694688","0.33333333","3","7","false","CDKN1C","234.33333333","3","0","0","0.71776341","false","0","CDKN1C","12298","0.37987013"
"1376","3.24229745","4.239E-5","0.30842328","0.0","4","6","false","SELE","138.0","4","0","0","0.71971282","false","0","SELE","36036","0.27676768"
"1378","3.05211107","1.7827E-4","0.32764207","0.06666667","6","5","false","HSF1","210.16666667","6","0","0","0.74348612","false","0","HSF1","188896","0.19895537"
"1381","3.41536706","2.6E-6","0.2927943","0.0","2","7","false","DUSP16","163.5","2","0","0","0.69807912","false","0","DUSP16","4684","0.55841924"
"1383","3.17249905","1.929E-5","0.31520892","0.5","4","7","false","JUNB","276.75","4","0","0","0.72843762","false","0","JUNB","24796","0.30351262"
"1385","3.0405097","5.942E-5","0.32889222","0.38095238","7","6","false","JUND","196.28571429","7","0","0","0.74493629","false","0","JUND","53750","0.18644758"
"1388","3.29060479","4.232E-5","0.3038955","0.16666667","4","6","false","MAP2K1","134.5","4","0","0","0.7136744","false","0","MAP2K1","29494","0.3308642"
"1390","3.42107265","1.653E-5","0.29230598","0.0","3","6","false","NFATC4","91.66666667","3","0","0","0.69736592","false","0","NFATC4","7060","0.35695538"
"1398","2.97280335","2.2917E-4","0.33638283","0.36111111","9","6","false","BCL2L1","143.33333333","9","0","0","0.75339958","false","0","BCL2L1","139382","0.14522121"
"1400","3.40528718","6.04E-6","0.29366099","0.33333333","3","7","false","MAP2K2","151.33333333","3","0","0","0.6993391","false","0","MAP2K2","9538","0.45345345"
"1402","3.63313047","0.0","0.27524473","0.0","1","7","false","SH3BP5","140.0","1","0","0","0.67085869","false","0","SH3BP5","0","0.0"
"1404","3.43001141","1.258E-5","0.29154422","0.33333333","3","7","false","NFE2","87.33333333","3","0","0","0.69624857","false","0","NFE2","6030","0.348"
"1407","3.07550399","1.7879E-4","0.32514996","0.28571429","7","6","false","PXN","146.28571429","7","0","0","0.740562","false","0","PXN","100572","0.17439482"
"1409","2.82179536","0.00327853","0.35438431","0.03174603","28","6","false","SPAG9","48.14285714","28","0","0","0.77227558","false","0","SPAG9","818382","0.04236102"
"1412","3.09965766","2.9459E-4","0.32261627","0.25","9","6","false","FAS","117.66666667","9","0","0","0.73754279","false","0","FAS","149736","0.13964857"
"1415","3.18771396","2.427E-5","0.31370443","0.33333333","4","7","false","DUSP1","225.25","4","0","0","0.72653576","false","0","DUSP1","32594","0.31734838"
"1417","3.27006466","1.3029E-4","0.30580435","0.13333333","6","7","false","SPI1","118.5","6","0","0","0.71624192","false","0","SPI1","52646","0.19218241"
"1419","3.34385698","1.972E-5","0.29905585","0.0","3","6","false","DUSP4","142.66666667","3","0","0","0.70701788","false","0","DUSP4","18054","0.36892361"
"1421","2.70406999","0.00167893","0.36981291","0.12380952","21","5","false","ATF2","151.71428571","21","0","0","0.78699125","false","0","ATF2","1415936","0.0736141"
"1423","3.1228604","1.5939E-4","0.32021924","0.0952381","7","7","false","NFATC2","121.14285714","7","0","0","0.73464245","false","0","NFATC2","74530","0.16958007"
"1427","3.41137315","0.0","0.29313709","1.0","2","6","false","VRK2","127.0","2","0","0","0.69857836","false","0","VRK2","0","0.54042553"
"1429","3.39691898","0.0","0.29438441","1.0","4","7","false","TNFRSF10B","105.0","4","0","0","0.70038513","false","0","TNFRSF10B","0","0.29577465"
"1431","3.63313047","0.0","0.27524473","0.0","1","7","false","WDR62","140.0","1","0","0","0.67085869","false","0","WDR62","0","0.0"
"1433","3.40699886","3.98E-6","0.29351345","0.0","2","7","false","AIMP1","116.0","2","0","0","0.69912514","false","0","AIMP1","2464","0.51569507"
"1436","2.6354127","0.0023428","0.37944721","0.18333333","16","5","false","H2AFX","229.8125","16","0","0","0.79557341","false","0","H2AFX","2566692","0.0901197"
"1438","3.17421073","2.387E-5","0.31503895","0.33333333","4","7","false","ETV1","205.5","4","0","0","0.72822366","false","0","ETV1","29764","0.29405444"
"1440","3.01806771","2.5391E-4","0.33133783","0.16666667","9","6","false","ITCH","117.33333333","9","0","0","0.74774154","false","0","ITCH","153206","0.13368848"
"1442","3.11487258","6.143E-5","0.32104042","0.26666667","6","6","false","HDAC9","134.5","6","0","0","0.73564093","false","0","HDAC9","44262","0.20514781"
"1444","3.13427159","3.435E-5","0.3190534","0.33333333","6","6","false","CDT1","179.5","6","0","0","0.73321605","false","0","CDT1","37764","0.21425727"
"1446","3.27805249","1.515E-4","0.30505918","0.28571429","8","7","false","RHOA","89.375","8","0","0","0.71524344","false","0","RHOA","68094","0.15366379"
"1448","3.35869152","8.281E-5","0.29773499","0.16666667","4","7","false","NFATC3","108.75","4","0","0","0.70516356","false","0","NFATC3","24306","0.27614796"
"1450","2.60745531","0.0026526","0.38351568","0.18951613","32","6","false","HDAC1","143.78125","32","0","0","0.79906809","false","0","HDAC1","1851856","0.05705389"
"1452","3.17763408","3.008E-5","0.31469955","0.33333333","4","6","false","MAPK8IP3","158.75","4","0","0","0.72779574","false","0","MAPK8IP3","24234","0.28655235"
"1455","3.63313047","0.0","0.27524473","0.0","1","7","false","SH2D3A","140.0","1","0","0","0.67085869","false","0","SH2D3A","0","0.0"
"1457","3.14853556","1.7978E-4","0.31760797","0.1","5","6","false","KRT8","145.8","5","0","0","0.73143305","false","0","KRT8","74866","0.23084261"
"1460","2.91536706","6.0244E-4","0.34300998","0.32142857","8","6","false","MSN","221.375","8","0","0","0.76057912","false","0","MSN","687502","0.15071526"
"1462","3.05667554","4.9821E-4","0.32715281","0.33333333","7","6","false","ARHGDIA","178.0","7","0","0","0.74291556","false","0","ARHGDIA","356658","0.16097308"
"1464","3.29402815","2.9934E-4","0.30357968","0.0","4","7","false","FLNB","242.0","4","0","0","0.71324648","false","0","FLNB","190094","0.26454446"
"1466","2.94560669","4.5076E-4","0.33948864","0.14285714","14","6","false","CBL","106.57142857","14","0","0","0.75679916","false","0","CBL","280228","0.0960992"
"1468","3.41536706","2.6E-6","0.2927943","0.0","2","7","false","DUSP22","163.5","2","0","0","0.69807912","false","0","DUSP22","4684","0.55841924"
"1470","2.91631799","2.1897E-4","0.34289813","0.14285714","8","5","false","MAP3K7","186.375","8","0","0","0.76046025","false","0","MAP3K7","221728","0.14903846"
"1472","3.49923925","3.44E-6","0.2857764","0.0","2","7","false","ZNF219","133.5","2","0","0","0.68759509","false","0","ZNF219","4854","0.54526749"
"1474","3.63313047","0.0","0.27524473","0.0","1","7","false","DUSP8","140.0","1","0","0","0.67085869","false","0","DUSP8","0","0.0"
"1476","3.63313047","0.0","0.27524473","0.0","1","7","false","CCDC88C","140.0","1","0","0","0.67085869","false","0","CCDC88C","0","0.0"
"1478","3.49923925","3.44E-6","0.2857764","0.0","2","7","false","SCAND1","133.5","2","0","0","0.68759509","false","0","SCAND1","4854","0.54526749"
"1480","3.19608216","2.821E-5","0.31288307","0.33333333","3","6","false","HIVEP1","255.33333333","3","0","0","0.72548973","false","0","HIVEP1","39866","0.36743516"
"1482","3.63313047","0.0","0.27524473","0.0","1","7","false","SCOC","140.0","1","0","0","0.67085869","false","0","SCOC","0","0.0"
"1484","3.08558387","1.0039E-4","0.32408777","0.13333333","6","6","false","ID2","178.5","6","0","0","0.73930202","false","0","ID2","121602","0.2205033"
"1486","3.63313047","0.0","0.27524473","0.0","1","7","false","CAMP","140.0","1","0","0","0.67085869","false","0","CAMP","0","0.0"
"1488","3.39026246","5.317E-5","0.29496241","0.0","2","7","false","GFPT1","397.5","2","0","0","0.70121719","false","0","GFPT1","66366","0.5096401"
"1490","3.63313047","0.0","0.27524473","0.0","1","7","false","GARS","140.0","1","0","0","0.67085869","false","0","GARS","0","0.0"
"1492","3.23107645","1.1676E-4","0.30949438","0.0","3","6","false","RPLP2","307.0","3","0","0","0.72111544","false","0","RPLP2","146334","0.35091743"
"1494","3.02149106","2.7376E-4","0.33096242","0.3","5","6","false","GANAB","324.6","5","0","0","0.74731362","false","0","GANAB","463706","0.23056148"
"1496","3.29593001","9.95E-6","0.3034045","0.33333333","3","6","false","MKNK2","142.66666667","3","0","0","0.71300875","false","0","MKNK2","8872","0.37554969"
"1498","3.63313047","0.0","0.27524473","0.0","1","7","false","C11orf57","140.0","1","0","0","0.67085869","false","0","C11orf57","0","0.0"
"1500","3.63313047","0.0","0.27524473","0.0","1","7","false","GUCY1A3","140.0","1","0","0","0.67085869","false","0","GUCY1A3","0","0.0"
"1502","2.96671738","3.7496E-4","0.33707289","0.27777778","9","6","false","FASLG","170.11111111","9","0","0","0.75416033","false","0","FASLG","208100","0.14470945"
"1504","3.24115633","8.153E-5","0.30853186","0.2","6","6","false","FZR1","117.66666667","6","0","0","0.71985546","false","0","FZR1","56836","0.20723104"
"1506","3.59585394","0.0","0.27809806","1.0","2","7","false","MAP3K4","90.5","2","0","0","0.67551826","false","0","MAP3K4","0","0.54518072"
"1508","2.87390643","6.6685E-4","0.34795844","0.16993464","18","6","false","CEBPA","141.0","18","0","0","0.7657617","false","0","CEBPA","425570","0.08259933"
"1510","3.63313047","0.0","0.27524473","0.0","1","7","false","PKMYT1","140.0","1","0","0","0.67085869","false","0","PKMYT1","0","0.0"
"1512","3.3421453","1.05E-5","0.29920901","0.0","2","6","false","ATF7","190.0","2","0","0","0.70723184","false","0","ATF7","10958","0.51923077"
"1514","3.23773298","2.107E-5","0.30885808","0.0","3","6","false","DAB2","163.33333333","3","0","0","0.72028338","false","0","DAB2","17910","0.34985632"
"1516","3.16127805","2.38E-5","0.31632776","0.6","5","6","false","MAPK9","177.8","5","0","0","0.72984024","false","0","MAPK9","19718","0.2412483"
"1521","3.28984405","1.357E-5","0.30396578","0.33333333","3","7","false","ELK4","223.66666667","3","0","0","0.71376949","false","0","ELK4","17352","0.365521"
"1523","3.63313047","0.0","0.27524473","0.0","1","7","false","DUSP10","140.0","1","0","0","0.67085869","false","0","DUSP10","0","0.0"
"1525","3.22651198","1.575E-5","0.30993221","0.33333333","3","6","false","BMPR2","178.0","3","0","0","0.721686","false","0","BMPR2","16530","0.36037863"
"1527","3.35678965","9.832E-5","0.29790368","0.1","5","7","false","SNCG","108.6","5","0","0","0.70540129","false","0","SNCG","46840","0.26213592"
"1529","3.40528718","6.04E-6","0.29366099","0.33333333","3","7","false","STAB2","151.33333333","3","0","0","0.6993391","false","0","STAB2","9538","0.45345345"
"1531","3.63313047","0.0","0.27524473","0.0","1","7","false","MYT1","140.0","1","0","0","0.67085869","false","0","MYT1","0","0.0"
"1533","3.55268163","8.86E-6","0.28147752","0.0","2","7","false","RAD18","107.0","2","0","0","0.6809148","false","0","RAD18","4894","0.50961538"
"1535","3.17687334","1.4825E-4","0.3147749","0.0","3","7","false","RBM15","352.33333333","3","0","0","0.72789083","false","0","RBM15","206530","0.35168502"
"1537","3.2751997","1.013E-5","0.30532489","0.66666667","3","7","false","PAX2","256.0","3","0","0","0.71560004","false","0","PAX2","12498","0.37925926"
"1539","3.43704831","7.35E-6","0.29094732","0.0","2","6","false","PNRC1","120.5","2","0","0","0.69536896","false","0","PNRC1","4188","0.51287554"
"1541","3.30087486","1.088E-5","0.30294999","0.33333333","3","6","false","CDKN2C","139.33333333","3","0","0","0.71239064","false","0","CDKN2C","9888","0.36578947"
"1543","3.63313047","0.0","0.27524473","0.0","1","7","false","SSU72","140.0","1","0","0","0.67085869","false","0","SSU72","0","0.0"
"1545","3.63313047","0.0","0.27524473","0.0","1","7","false","JKAMP","140.0","1","0","0","0.67085869","false","0","JKAMP","0","0.0"
"1553","3.35108406","2.499E-5","0.2984109","0.0","3","6","false","HLA-B","111.0","3","0","0","0.70611449","false","0","HLA-B","14282","0.35598706"
"1556","2.96386459","7.1784E-4","0.33739733","0.10606061","12","6","false","DUSP6","49.91666667","12","0","0","0.75451693","false","0","DUSP6","162050","0.12813853"
"1562","3.00475466","0.00358213","0.33280587","0.02955665","29","6","false","CRP","33.55172414","29","0","0","0.74940567","false","0","CRP","1050406","0.04969268"
"1577","3.08254089","7.727E-5","0.3244077","0.3","5","5","false","PRKCE","233.6","5","0","0","0.73968239","false","0","PRKCE","76146","0.221673"
"1582","3.07531381","6.978E-5","0.32517007","0.4","5","6","false","TNIP2","232.0","5","0","0","0.74058577","false","0","TNIP2","58268","0.24550265"
"1586","2.92906048","8.202E-4","0.3414064","0.0952381","7","6","false","PDCD6IP","219.0","7","0","0","0.75886744","false","0","PDCD6IP","631384","0.1621593"
"1590","3.03461392","1.1895E-4","0.32953121","0.4","6","6","false","SREBF2","221.5","6","0","0","0.74567326","false","0","SREBF2","140782","0.2153048"
"1596","2.71662229","0.00151975","0.36810417","0.30769231","14","6","false","HIST4H4","223.42857143","14","0","0","0.78542221","false","0","HIST4H4","1741484","0.10659708"
"1598","3.01312286","2.1324E-4","0.33188159","0.24761905","15","6","false","FOS","113.93333333","15","0","0","0.74835964","false","0","FOS","148552","0.10053004"
"1600","3.00266261","0.00176026","0.33303775","0.08666667","25","6","false","IL4","48.4","25","0","0","0.74966717","false","0","IL4","690438","0.05778846"
